,Unnamed: 0,Unnamed: 1,Week to Date,Unnamed: 3,Unnamed: 4,      28 Day,Unnamed: 6,Unnamed: 7,      Year to Date*,Unnamed: 9,Unnamed: 10,     2 Year   ,14 Year (2010),31 Year (1993)
0, ,,2024,2023.0,% Chg,2024.0,2023,% Chg,2024,2023,% Chg,% Chg,% Chg,% Chg
1,Murder,,0,0.0,***.*,0.0,0,***.*,0,0,***.*,-100,-100,-100
2,Rape,,0,0.0,***.*,1.0,0,***.*,6,2,200,20,50,-50
3,Robbery,,1,3.0,-66.666666666666,12.0,6,100,50,58,-13.793103448275,-25.373134328358,28.205128205128,-81.132075471698
4,Fel. Assault,,2,4.0,-50,12.0,14,-14.285714285714,54,65,-16.923076923076,0,-12.903225806451,-46
5,Burglary,,2,3.0,-33.333333333333,5.0,13,-61.538461538461,38,55,-30.90909090909,-47.945205479452,-20.833333333333,-82.648401826484
6,Gr. Larceny,,10,21.0,-52.380952380952,52.0,60,-13.333333333333,287,329,-12.765957446808,1.77304964539,12.549019607843,-21.584699453551
7,G.L.A.,,1,0.0,***.*,4.0,5,-20,23,23,0,-4.166666666666,27.777777777777,-90.086206896551
8,TOTAL,,16,31.0,-48.387096774193,86.0,98,-12.244897959183,458,532,-13.90977443609,-9.664694280078,7.259953161592,-61.737677527151
9,Transit,,0,0.0,***.*,0.0,1,-100,13,17,-23.529411764705,-13.333333333333,160,***.*
10,Housing,,0,1.0,-100,8.0,3,166.666666666667,22,19,15.78947368421,-18.518518518518,4.761904761904,***.*
11,Petit Larceny,,14,19.0,-26.315789473684,73.0,72,1.388888888888,295,315,-6.349206349206,4.982206405693,-18.508287292817,***.*
12,Retail Theft,,8,12.0,-33.333333333333,30.0,37,-18.918918918918,124,178,-30.337078651685,-16.216216216216,***.*,***.*
13,Misd. Assault,,5,9.0,-44.444444444444,26.0,33,-21.212121212121,139,154,-9.740259740259,-8.552631578947,-12.025316455696,***.*
14,UCR Rape*,,0,0.0,***.*,4.0,0,***.*,15,3,400,87.5,***.*,***.*
15,Other Sex Crimes,,2,1.0,100,5.0,3,66.666666666666,25,30,-16.666666666666,4.166666666666,***.*,***.*
16,Shooting Vic.,,0,0.0,***.*,0.0,0,***.*,1,0,***.*,-66.666666666666,-66.666666666666,-80
17,Shooting Inc.,,0,0.0,***.*,0.0,0,***.*,1,0,***.*,-50,0,-80
18,Hate Crimes,,1,0.0,***.*,1.0,2,-50,4,13,-69.230769230769,-50,***.*,***.*
19,Traffic Statistics,,,,,,,,,,,,,
20,Traffic Fatalities,,0,1.0,-100,0.0,1,-100,0,2,-100,-100,***.*,***.*
21,,,,,,,,,,,,,,
22,Historical Perspective,,,,,,,,,,,,,
23,(Historical perspective is a complete calendar year of data.),,,,,,,,,,,,,
24,,, ,, ,, ,, , ,%Chg  ,%Chg  ,%Chg  ,%Chg  
25,,,1990,,1993,,1998,,2001,2023,'23 vs '01,'23 vs '98,'23 vs '93,'23 vs '90
26,Murder,,6,,8,,4,,3,,***.*,***.*,***.*,***.*
27,Rape,,23,,27,,12,,5,9,80,-25,-66.666666666666,-60.869565217391
28,Robbery,,761,,617,,272,,135,135,0,-50.367647058823,-78.119935170178,-82.260183968462
29,Fel. Assault,,301,,249,,197,,103,159,54.368932038834,-19.289340101522,-36.144578313253,-47.176079734219
30,Burglary,,865,,639,,298,,108,137,26.851851851851,-54.026845637583,-78.560250391236,-84.161849710982
31,Gr. Larceny,,1156,,828,,576,,447,759,69.79865771812,31.770833333333,-8.333333333333,-34.342560553633
32,G.L.A.,,1039,,512,,312,,127,77,-39.370078740157,-75.320512820512,-84.9609375,-92.589027911453
33,TOTAL,,4151,,2880,,1671,,928,1276,37.5,-23.638539796529,-55.694444444444,-69.260419176102
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,Figures are preliminary and subject to further analysis and revision.,,,,,,,,,,,,,
37,"As of January 2013, complaints occurring within the jurisdiction of the Department of Correction have been disaggregated from the ",,,,,,,,,,,,,
38,borough and precinct crime totals and are displayed separately on the Department of Correction CompStat page.,,,,,,,,,,,,,
39,"Unless otherwise noted, Crime statistics reflect New York State Penal Law (""NYSPL"") definitions and differ from the crime categories used ",,,,,,,,,,,,,
40,by the FBI Uniform Crime Reporting Program. All Crime statistics are translated to Uniform Crime Reporting categories for submission to ,,,,,,,,,,,,,
41,the UCR Program.,,,,,,,,,,,,,
42,"* Uniform Crime Reporting (""UCR"") Rape consists of all crimes defined in the FBI UCR definition of rape.",,,,,,,,,,,,,
43,Prepared by,,,,,,,,,,CompStat,,,
44,NYPD CompStat Unit,,,,,,,,,,,,,
