,Unnamed: 0,Unnamed: 1,Week to Date,Unnamed: 3,Unnamed: 4,      28 Day,Unnamed: 6,Unnamed: 7,      Year to Date*,Unnamed: 9,Unnamed: 10,     2 Year   ,14 Year (2010),31 Year (1993)
0, ,,2024,2023.0,% Chg,2024.0,2023,% Chg,2024,2023,% Chg,% Chg,% Chg,% Chg
1,Murder,,0,0.0,***.*,1.0,1,0,1,2,-50,0,-66.666666666666,***.*
2,Rape,,0,0.0,***.*,0.0,2,-100,5,5,0,-16.666666666666,-50,***.*
3,Robbery,,4,2.0,100,20.0,10,100,83,57,45.614035087719,10.666666666666,-16.161616161616,***.*
4,Fel. Assault,,2,4.0,-50,20.0,10,100,112,102,9.803921568627,-11.111111111111,49.333333333333,***.*
5,Burglary,,0,3.0,-100,4.0,8,-50,47,62,-24.193548387096,-2.083333333333,9.302325581395,***.*
6,Gr. Larceny,,3,7.0,-57.142857142857,18.0,32,-43.75,151,134,12.686567164179,10.218978102189,31.304347826087,***.*
7,G.L.A.,,1,4.0,-75,7.0,15,-53.333333333333,42,59,-28.813559322033,-40,40,***.*
8,TOTAL,,10,20.0,-50,70.0,78,-10.25641025641,441,421,4.750593824228,-4.75161987041,17.6,***.*
9,Transit,,0,0.0,***.*,1.0,2,-50,5,6,-16.666666666666,-61.538461538461,66.666666666666,***.*
10,Housing,,1,0.0,***.*,4.0,2,100,13,5,160,0,116.666666666667,***.*
11,Petit Larceny,,23,16.0,43.75,76.0,74,2.702702702702,394,415,-5.060240963855,-42.815674891146,72.052401746724,***.*
12,Retail Theft,,8,3.0,166.666666666667,30.0,16,87.5,104,106,-1.88679245283,-76.255707762557,***.*,***.*
13,Misd. Assault,,2,10.0,-80,17.0,26,-34.615384615384,136,175,-22.285714285714,-22.727272727272,-33.333333333333,***.*
14,UCR Rape*,,0,0.0,***.*,0.0,2,-100,8,7,14.285714285714,-27.272727272727,***.*,***.*
15,Other Sex Crimes,,0,1.0,-100,3.0,2,50,19,17,11.764705882352,-24,***.*,***.*
16,Shooting Vic.,,0,0.0,***.*,0.0,1,-100,2,4,-50,-50,-71.428571428571,***.*
17,Shooting Inc.,,0,0.0,***.*,0.0,1,-100,1,4,-75,-75,-85.714285714285,***.*
18,Hate Crimes,,0,0.0,***.*,0.0,0,***.*,1,2,-50,-50,***.*,***.*
19,Traffic Statistics,,,,,,,,,,,,,
20,Traffic Fatalities,,0,0.0,***.*,0.0,0,***.*,0,1,-100,***.*,***.*,***.*
21,,,,,,,,,,,,,,
22,Historical Perspective,,,,,,,,,,,,,
23,(Historical perspective is a complete calendar year of data.),,,,,,,,,,,,,
24,,, ,, ,, ,, , ,%Chg  ,%Chg  ,%Chg  ,%Chg  
25,,,1990,,1993,,1998,,2001,2023,'23 vs '01,'23 vs '98,'23 vs '93,'23 vs '90
26,Murder,,,,0,,6,,8,8,0,33.333333333333,/0,***.*
27,Rape,,,,16,,35,,19,8,-57.894736842105,-77.142857142857,-50,***.*
28,Robbery,,,,142,,327,,273,177,-35.164835164835,-45.871559633027,24.647887323943,***.*
29,Fel. Assault,,,,155,,379,,315,243,-22.857142857142,-35.883905013192,56.774193548387,***.*
30,Burglary,,,,186,,366,,199,115,-42.211055276381,-68.579234972677,-38.172043010752,***.*
31,Gr. Larceny,,,,99,,269,,199,359,80.402010050251,33.457249070632,262.626262626263,***.*
32,G.L.A.,,,,133,,283,,194,142,-26.80412371134,-49.82332155477,6.766917293233,***.*
33,TOTAL,,,,731,,1665,,1207,1052,-12.841756420878,-36.816816816816,43.91244870041,***.*
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,Figures are preliminary and subject to further analysis and revision.,,,,,,,,,,,,,
37,"As of January 2013, complaints occurring within the jurisdiction of the Department of Correction have been disaggregated from the ",,,,,,,,,,,,,
38,borough and precinct crime totals and are displayed separately on the Department of Correction CompStat page.,,,,,,,,,,,,,
39,"Unless otherwise noted, Crime statistics reflect New York State Penal Law (""NYSPL"") definitions and differ from the crime categories used ",,,,,,,,,,,,,
40,by the FBI Uniform Crime Reporting Program. All Crime statistics are translated to Uniform Crime Reporting categories for submission to ,,,,,,,,,,,,,
41,the UCR Program.,,,,,,,,,,,,,
42,"* Uniform Crime Reporting (""UCR"") Rape consists of all crimes defined in the FBI UCR definition of rape.",,,,,,,,,,,,,
43,Prepared by,,,,,,,,,,CompStat,,,
44,NYPD CompStat Unit,,,,,,,,,,,,,
