,Unnamed: 0,Unnamed: 1,Week to Date,Unnamed: 3,Unnamed: 4,      28 Day,Unnamed: 6,Unnamed: 7,      Year to Date*,Unnamed: 9,Unnamed: 10,     2 Year   ,14 Year (2010),31 Year (1993)
0, ,,2024,2023.0,% Chg,2024.0,2023,% Chg,2024,2023,% Chg,% Chg,% Chg,% Chg
1,Murder,,0,0.0,***.*,0.0,0,***.*,0,1,-100,-100,-100,-100
2,Rape,,0,0.0,***.*,1.0,0,***.*,3,1,200,200,200,-50
3,Robbery,,1,2.0,-50,6.0,5,20,33,28,17.857142857142,50,0,-77.397260273972
4,Fel. Assault,,2,2.0,0,10.0,9,11.111111111111,46,49,-6.122448979591,27.777777777777,9.523809523809,-64.341085271317
5,Burglary,,2,3.0,-33.333333333333,8.0,7,14.285714285714,34,39,-12.820512820512,-42.372881355932,-24.444444444444,-81.318681318681
6,Gr. Larceny,,4,2.0,100,17.0,14,21.428571428571,84,68,23.529411764705,9.090909090909,-2.325581395348,-2.325581395348
7,G.L.A.,,3,2.0,50,5.0,5,0,23,32,-28.125,0,-17.857142857142,-87.431693989071
8,TOTAL,,12,11.0,9.090909090909,47.0,40,17.5,223,218,2.293577981651,1.826484018264,-5.90717299578,-69.659863945578
9,Transit,,0,0.0,***.*,1.0,0,***.*,1,1,0,-50,-80,***.*
10,Housing,,2,0.0,***.*,7.0,6,16.666666666666,47,50,-6,4.444444444444,67.857142857142,***.*
11,Petit Larceny,,23,15.0,53.333333333333,76.0,49,55.102040816326,234,270,-13.333333333333,40.119760479041,19.38775510204,***.*
12,Retail Theft,,21,6.0,250,59.0,23,156.521739130435,128,149,-14.093959731543,228.205128205128,***.*,***.*
13,Misd. Assault,,5,3.0,66.666666666666,14.0,11,27.272727272727,63,69,-8.695652173913,-23.170731707317,-48.780487804878,***.*
14,UCR Rape*,,0,1.0,-100,1.0,1,0,6,3,100,200,***.*,***.*
15,Other Sex Crimes,,0,0.0,***.*,4.0,1,300,7,7,0,0,***.*,***.*
16,Shooting Vic.,,0,0.0,***.*,0.0,0,***.*,3,3,0,200,-50,-85
17,Shooting Inc.,,0,0.0,***.*,0.0,0,***.*,3,3,0,200,-50,-78.571428571428
18,Hate Crimes,,0,0.0,***.*,0.0,0,***.*,0,0,***.*,-100,***.*,***.*
19,Traffic Statistics,,,,,,,,,,,,,
20,Traffic Fatalities,,0,0.0,***.*,0.0,0,***.*,0,0,***.*,***.*,***.*,***.*
21,,,,,,,,,,,,,,
22,Historical Perspective,,,,,,,,,,,,,
23,(Historical perspective is a complete calendar year of data.),,,,,,,,,,,,,
24,,, ,, ,, ,, , ,%Chg  ,%Chg  ,%Chg  ,%Chg  
25,,,1990,,1993,,1998,,2001,2023,'23 vs '01,'23 vs '98,'23 vs '93,'23 vs '90
26,Murder,,13,,8,,7,,4,1,-75,-85.714285714285,-87.5,-92.307692307692
27,Rape,,15,,15,,14,,4,5,25,-64.285714285714,-66.666666666666,-66.666666666666
28,Robbery,,571,,398,,199,,132,66,-50,-66.834170854271,-83.417085427135,-88.441330998248
29,Fel. Assault,,392,,307,,167,,131,103,-21.374045801526,-38.323353293413,-66.449511400651,-73.724489795918
30,Burglary,,735,,438,,269,,203,84,-58.620689655172,-68.773234200743,-80.821917808219,-88.571428571428
31,Gr. Larceny,,327,,235,,161,,152,169,11.184210526315,4.968944099378,-28.085106382978,-48.318042813455
32,G.L.A.,,666,,401,,201,,106,63,-40.566037735849,-68.65671641791,-84.28927680798,-90.54054054054
33,TOTAL,,2719,,1802,,1018,,732,491,-32.923497267759,-51.768172888015,-72.752497225305,-81.941890400882
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,Figures are preliminary and subject to further analysis and revision.,,,,,,,,,,,,,
37,"As of January 2013, complaints occurring within the jurisdiction of the Department of Correction have been disaggregated from the ",,,,,,,,,,,,,
38,borough and precinct crime totals and are displayed separately on the Department of Correction CompStat page.,,,,,,,,,,,,,
39,"Unless otherwise noted, Crime statistics reflect New York State Penal Law (""NYSPL"") definitions and differ from the crime categories used ",,,,,,,,,,,,,
40,by the FBI Uniform Crime Reporting Program. All Crime statistics are translated to Uniform Crime Reporting categories for submission to ,,,,,,,,,,,,,
41,the UCR Program.,,,,,,,,,,,,,
42,"* Uniform Crime Reporting (""UCR"") Rape consists of all crimes defined in the FBI UCR definition of rape.",,,,,,,,,,,,,
43,Prepared by,,,,,,,,,,CompStat,,,
44,NYPD CompStat Unit,,,,,,,,,,,,,
