,Unnamed: 0,Unnamed: 1,Week to Date,Unnamed: 3,Unnamed: 4,      28 Day,Unnamed: 6,Unnamed: 7,      Year to Date*,Unnamed: 9,Unnamed: 10,     2 Year   ,14 Year (2010),31 Year (1993)
0, ,,2024,2023.0,% Chg,2024.0,2023,% Chg,2024,2023,% Chg,% Chg,% Chg,% Chg
1,Murder,,0,0.0,***.*,0.0,0,***.*,2,1,100,100,***.*,-66.666666666666
2,Rape,,0,0.0,***.*,0.0,0,***.*,8,10,-20,-27.272727272727,300,-11.111111111111
3,Robbery,,0,2.0,-100,6.0,5,20,45,35,28.571428571428,28.571428571428,-40.78947368421,-86.068111455108
4,Fel. Assault,,4,6.0,-33.333333333333,12.0,19,-36.842105263157,96,92,4.347826086956,3.225806451612,62.711864406779,-29.411764705882
5,Burglary,,0,3.0,-100,8.0,9,-11.111111111111,49,51,-3.92156862745,-32.876712328767,-71.345029239766,-93.278463648834
6,Gr. Larceny,,15,7.0,114.285714285714,37.0,46,-19.565217391304,242,239,1.255230125523,-0.411522633744,42.35294117647,-12.949640287769
7,G.L.A.,,4,4.0,0,16.0,13,23.076923076923,78,64,21.875,95,23.809523809523,-90.812720848056
8,TOTAL,,23,22.0,4.545454545454,79.0,92,-14.130434782608,520,492,5.691056910569,4.838709677419,-3.881700554528,-77.682403433476
9,Transit,,1,0.0,***.*,2.0,0,***.*,6,5,20,500,0,***.*
10,Housing,,0,0.0,***.*,0.0,0,***.*,0,0,***.*,***.*,***.*,***.*
11,Petit Larceny,,16,18.0,-11.111111111111,72.0,81,-11.111111111111,432,493,-12.373225152129,-10.927835051546,12.793733681462,***.*
12,Retail Theft,,4,3.0,33.333333333333,18.0,25,-28,107,149,-28.187919463087,-28.666666666666,***.*,***.*
13,Misd. Assault,,12,5.0,140,39.0,23,69.565217391304,182,141,29.078014184397,25.51724137931,-6.666666666666,***.*
14,UCR Rape*,,0,0.0,***.*,1.0,0,***.*,15,11,36.363636363636,15.384615384615,***.*,***.*
15,Other Sex Crimes,,0,2.0,-100,4.0,7,-42.857142857142,31,26,19.230769230769,-6.060606060606,***.*,***.*
16,Shooting Vic.,,0,0.0,***.*,0.0,0,***.*,0,2,-100,-100,-100,-100
17,Shooting Inc.,,0,0.0,***.*,0.0,0,***.*,0,2,-100,-100,-100,-100
18,Hate Crimes,,0,0.0,***.*,1.0,0,***.*,8,3,166.666666666667,0,***.*,***.*
19,Traffic Statistics,,,,,,,,,,,,,
20,Traffic Fatalities,,0,1.0,-100,0.0,1,-100,1,3,-66.666666666666,0,***.*,***.*
21,,,,,,,,,,,,,,
22,Historical Perspective,,,,,,,,,,,,,
23,(Historical perspective is a complete calendar year of data.),,,,,,,,,,,,,
24,,, ,, ,, ,, , ,%Chg  ,%Chg  ,%Chg  ,%Chg  
25,,,1990,,1993,,1998,,2001,2023,'23 vs '01,'23 vs '98,'23 vs '93,'23 vs '90
26,Murder,,9,,10,,4,,1,2,100,-50,-80,-77.777777777777
27,Rape,,15,,19,,20,,17,23,35.294117647058,15,21.052631578947,53.333333333333
28,Robbery,,835,,747,,406,,282,92,-67.375886524822,-77.339901477832,-87.68406961178,-88.982035928143
29,Fel. Assault,,286,,314,,215,,212,219,3.301886792452,1.860465116279,-30.254777070063,-23.426573426573
30,Burglary,,2676,,1692,,795,,552,122,-77.898550724637,-84.654088050314,-92.789598108747,-95.440956651719
31,Gr. Larceny,,831,,661,,416,,353,549,55.524079320113,31.971153846153,-16.944024205748,-33.935018050541
32,G.L.A.,,3275,,1821,,805,,445,156,-64.943820224719,-80.621118012422,-91.433278418451,-95.236641221374
33,TOTAL,,7927,,5264,,2661,,1862,1163,-37.540279269602,-56.29462608042,-77.906534954407,-85.328623691182
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,Figures are preliminary and subject to further analysis and revision.,,,,,,,,,,,,,
37,"As of January 2013, complaints occurring within the jurisdiction of the Department of Correction have been disaggregated from the ",,,,,,,,,,,,,
38,borough and precinct crime totals and are displayed separately on the Department of Correction CompStat page.,,,,,,,,,,,,,
39,"Unless otherwise noted, Crime statistics reflect New York State Penal Law (""NYSPL"") definitions and differ from the crime categories used ",,,,,,,,,,,,,
40,by the FBI Uniform Crime Reporting Program. All Crime statistics are translated to Uniform Crime Reporting categories for submission to ,,,,,,,,,,,,,
41,the UCR Program.,,,,,,,,,,,,,
42,"* Uniform Crime Reporting (""UCR"") Rape consists of all crimes defined in the FBI UCR definition of rape.",,,,,,,,,,,,,
43,Prepared by,,,,,,,,,,CompStat,,,
44,NYPD CompStat Unit,,,,,,,,,,,,,
