,Unnamed: 0,Unnamed: 1,Week to Date,Unnamed: 3,Unnamed: 4,      28 Day,Unnamed: 6,Unnamed: 7,      Year to Date*,Unnamed: 9,Unnamed: 10,     2 Year   ,14 Year (2010),31 Year (1993)
0, ,,2024,2023.0,% Chg,2024.0,2023,% Chg,2024,2023,% Chg,% Chg,% Chg,% Chg
1,Murder,,0,0.0,***.*,0.0,0,***.*,1,1,0,***.*,***.*,0
2,Rape,,0,0.0,***.*,1.0,0,***.*,3,1,200,***.*,50,50
3,Robbery,,2,2.0,0,4.0,2,100,13,7,85.714285714285,160,8.333333333333,-40.90909090909
4,Fel. Assault,,4,2.0,100,6.0,10,-40,44,38,15.78947368421,120,120,2.325581395348
5,Burglary,,1,0.0,***.*,4.0,3,33.333333333333,15,24,-37.5,50,-71.153846153846,-88
6,Gr. Larceny,,7,6.0,16.666666666666,15.0,21,-28.571428571428,122,129,-5.426356589147,2.521008403361,103.333333333333,64.864864864864
7,G.L.A.,,1,3.0,-66.666666666666,5.0,9,-44.444444444444,19,38,-50,-57.777777777777,26.666666666666,-93.870967741935
8,TOTAL,,15,13.0,15.384615384615,35.0,45,-22.222222222222,217,238,-8.823529411764,9.045226130653,34.782608695652,-62.391681109185
9,Transit,,0,0.0,***.*,0.0,0,***.*,0,0,***.*,***.*,***.*,***.*
10,Housing,,0,0.0,***.*,0.0,0,***.*,0,0,***.*,***.*,***.*,***.*
11,Petit Larceny,,3,9.0,-66.666666666666,25.0,40,-37.5,174,216,-19.444444444444,-2.247191011235,-19.06976744186,***.*
12,Retail Theft,,1,2.0,-50,8.0,15,-46.666666666666,85,106,-19.811320754717,136.111111111111,***.*,***.*
13,Misd. Assault,,6,5.0,20,17.0,16,6.25,73,83,-12.048192771084,-5.194805194805,-17.045454545454,***.*
14,UCR Rape*,,0,0.0,***.*,2.0,0,***.*,7,2,250,***.*,***.*,***.*
15,Other Sex Crimes,,0,2.0,-100,0.0,6,-100,3,9,-66.666666666666,-66.666666666666,***.*,***.*
16,Shooting Vic.,,0,0.0,***.*,0.0,0,***.*,0,0,***.*,***.*,***.*,-100
17,Shooting Inc.,,0,0.0,***.*,0.0,0,***.*,0,0,***.*,***.*,***.*,-100
18,Hate Crimes,,0,0.0,***.*,0.0,0,***.*,1,0,***.*,0,***.*,***.*
19,Traffic Statistics,,,,,,,,,,,,,
20,Traffic Fatalities,,0,0.0,***.*,0.0,0,***.*,0,1,-100,-100,***.*,***.*
21,,,,,,,,,,,,,,
22,Historical Perspective,,,,,,,,,,,,,
23,(Historical perspective is a complete calendar year of data.),,,,,,,,,,,,,
24,,, ,, ,, ,, , ,%Chg  ,%Chg  ,%Chg  ,%Chg  
25,,,1990,,1993,,1998,,2001,2023,'23 vs '01,'23 vs '98,'23 vs '93,'23 vs '90
26,Murder,,5,,1,,1,,2,1,-50,0,0,-80
27,Rape,,5,,4,,4,,2,2,0,-50,-50,-60
28,Robbery,,43,,64,,25,,32,20,-37.5,-20,-68.75,-53.488372093023
29,Fel. Assault,,76,,114,,62,,54,88,62.962962962963,41.935483870967,-22.807017543859,15.78947368421
30,Burglary,,362,,341,,186,,149,57,-61.744966442953,-69.354838709677,-83.284457478005,-84.254143646408
31,Gr. Larceny,,264,,243,,154,,96,286,197.916666666667,85.714285714285,17.695473251028,8.333333333333
32,G.L.A.,,1005,,720,,315,,179,79,-55.865921787709,-74.920634920634,-89.027777777777,-92.139303482587
33,TOTAL,,1760,,1487,,747,,514,533,3.696498054474,-28.647925033467,-64.156018829858,-69.715909090909
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,Figures are preliminary and subject to further analysis and revision.,,,,,,,,,,,,,
37,"As of January 2013, complaints occurring within the jurisdiction of the Department of Correction have been disaggregated from the ",,,,,,,,,,,,,
38,borough and precinct crime totals and are displayed separately on the Department of Correction CompStat page.,,,,,,,,,,,,,
39,"Unless otherwise noted, Crime statistics reflect New York State Penal Law (""NYSPL"") definitions and differ from the crime categories used ",,,,,,,,,,,,,
40,by the FBI Uniform Crime Reporting Program. All Crime statistics are translated to Uniform Crime Reporting categories for submission to ,,,,,,,,,,,,,
41,the UCR Program.,,,,,,,,,,,,,
42,"* Uniform Crime Reporting (""UCR"") Rape consists of all crimes defined in the FBI UCR definition of rape.",,,,,,,,,,,,,
43,Prepared by,,,,,,,,,,CompStat,,,
44,NYPD CompStat Unit,,,,,,,,,,,,,
