,Unnamed: 0,Unnamed: 1,Week to Date,Unnamed: 3,Unnamed: 4,      28 Day,Unnamed: 6,Unnamed: 7,      Year to Date*,Unnamed: 9,Unnamed: 10,     2 Year   ,14 Year (2010),31 Year (1993)
0, ,,2024,2023.0,% Chg,2024.0,2023,% Chg,2024,2023,% Chg,% Chg,% Chg,% Chg
1,Murder,,0,0.0,***.*,0.0,0,***.*,0,1,-100,***.*,-100,-100
2,Rape,,0,0.0,***.*,1.0,0,***.*,3,5,-40,-57.142857142857,-25,-72.727272727272
3,Robbery,,2,3.0,-33.333333333333,7.0,9,-22.222222222222,40,44,-9.090909090909,-21.56862745098,-2.439024390243,-84.126984126984
4,Fel. Assault,,4,2.0,100,10.0,7,42.857142857142,53,52,1.923076923076,20.454545454545,60.60606060606,15.217391304347
5,Burglary,,2,0.0,***.*,11.0,2,450,74,53,39.622641509434,23.333333333333,51.020408163265,-77.97619047619
6,Gr. Larceny,,18,11.0,63.636363636363,68.0,64,6.25,320,319,0.313479623824,-3.030303030303,8.474576271186,-62.616822429906
7,G.L.A.,,1,3.0,-66.666666666666,3.0,12,-75,18,42,-57.142857142857,-21.739130434782,38.461538461538,-96.4
8,TOTAL,,27,19.0,42.105263157894,100.0,94,6.382978723404,508,516,-1.550387596899,-1.35922330097,16.513761467889,-74.625374625374
9,Transit,,0,1.0,-100,1.0,3,-66.666666666666,14,14,0,40,7.692307692307,***.*
10,Housing,,0,2.0,-100,2.0,4,-50,22,22,0,144.444444444444,83.333333333333,***.*
11,Petit Larceny,,38,18.0,111.111111111111,116.0,70,65.714285714285,548,451,21.50776053215,-10.749185667752,28.337236533957,***.*
12,Retail Theft,,29,16.0,81.25,95.0,53,79.245283018867,430,356,20.786516853932,-13.654618473895,***.*,***.*
13,Misd. Assault,,2,2.0,0,15.0,17,-11.764705882352,98,97,1.030927835051,-4.854368932038,-15.51724137931,***.*
14,UCR Rape*,,0,0.0,***.*,1.0,3,-66.666666666666,4,11,-63.636363636363,-42.857142857142,***.*,***.*
15,Other Sex Crimes,,3,1.0,200,3.0,3,0,9,16,-43.75,-64,***.*,***.*
16,Shooting Vic.,,0,0.0,***.*,1.0,0,***.*,2,2,0,***.*,***.*,0
17,Shooting Inc.,,0,0.0,***.*,1.0,0,***.*,2,2,0,***.*,***.*,0
18,Hate Crimes,,2,0.0,***.*,2.0,2,0,5,3,66.666666666666,150,***.*,***.*
19,Traffic Statistics,,,,,,,,,,,,,
20,Traffic Fatalities,,0,0.0,***.*,0.0,0,***.*,1,0,***.*,***.*,***.*,***.*
21,,,,,,,,,,,,,,
22,Historical Perspective,,,,,,,,,,,,,
23,(Historical perspective is a complete calendar year of data.),,,,,,,,,,,,,
24,,, ,, ,, ,, , ,%Chg  ,%Chg  ,%Chg  ,%Chg  
25,,,1990,,1993,,1998,,2001,2023,'23 vs '01,'23 vs '98,'23 vs '93,'23 vs '90
26,Murder,,3,,1,,3,,1,4,300,33.333333333333,300,33.333333333333
27,Rape,,13,,20,,17,,7,10,42.857142857142,-41.176470588235,-50,-23.076923076923
28,Robbery,,978,,610,,283,,174,102,-41.379310344827,-63.957597173144,-83.27868852459,-89.570552147239
29,Fel. Assault,,129,,99,,95,,112,110,-1.785714285714,15.78947368421,11.111111111111,-14.728682170542
30,Burglary,,1305,,921,,324,,162,111,-31.481481481481,-65.74074074074,-87.947882736156,-91.494252873563
31,Gr. Larceny,,2235,,1798,,813,,877,744,-15.165336374002,-8.487084870848,-58.620689655172,-66.711409395973
32,G.L.A.,,1679,,1153,,393,,160,94,-41.25,-76.081424936386,-91.847354726799,-94.401429422275
33,TOTAL,,6342,,4602,,1928,,1493,1175,-21.299397186872,-39.05601659751,-74.467622772707,-81.472721538946
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,Figures are preliminary and subject to further analysis and revision.,,,,,,,,,,,,,
37,"As of January 2013, complaints occurring within the jurisdiction of the Department of Correction have been disaggregated from the ",,,,,,,,,,,,,
38,borough and precinct crime totals and are displayed separately on the Department of Correction CompStat page.,,,,,,,,,,,,,
39,"Unless otherwise noted, Crime statistics reflect New York State Penal Law (""NYSPL"") definitions and differ from the crime categories used ",,,,,,,,,,,,,
40,by the FBI Uniform Crime Reporting Program. All Crime statistics are translated to Uniform Crime Reporting categories for submission to ,,,,,,,,,,,,,
41,the UCR Program.,,,,,,,,,,,,,
42,"* Uniform Crime Reporting (""UCR"") Rape consists of all crimes defined in the FBI UCR definition of rape.",,,,,,,,,,,,,
43,Prepared by,,,,,,,,,,CompStat,,,
44,NYPD CompStat Unit,,,,,,,,,,,,,
