,Unnamed: 0,Unnamed: 1,Week to Date,Unnamed: 3,Unnamed: 4,      28 Day,Unnamed: 6,Unnamed: 7,      Year to Date*,Unnamed: 9,Unnamed: 10,     2 Year   ,14 Year (2010),31 Year (1993)
0, ,,2024,2023.0,% Chg,2024.0,2023,% Chg,2024,2023,% Chg,% Chg,% Chg,% Chg
1,Murder,,0,0.0,***.*,0.0,0,***.*,0,2,-100,***.*,***.*,-100
2,Rape,,0,0.0,***.*,1.0,0,***.*,4,4,0,0,-20,-66.666666666666
3,Robbery,,1,4.0,-75,7.0,11,-36.363636363636,61,45,35.555555555555,24.489795918367,-37.755102040816,-78.892733564013
4,Fel. Assault,,1,2.0,-50,15.0,11,36.363636363636,66,67,-1.492537313432,-5.714285714285,17.857142857142,-51.111111111111
5,Burglary,,0,3.0,-100,6.0,9,-33.333333333333,28,46,-39.130434782608,-37.777777777777,-74.074074074074,-94.954954954955
6,Gr. Larceny,,12,12.0,0,47.0,48,-2.083333333333,262,268,-2.238805970149,26.570048309178,20.73732718894,-12.956810631229
7,G.L.A.,,4,2.0,100,14.0,9,55.555555555555,68,45,51.111111111111,36,-6.849315068493,-94.598888006354
8,TOTAL,,18,23.0,-21.739130434782,90.0,88,2.272727272727,489,477,2.51572327044,15.058823529411,-12.208258527827,-80.905896134322
9,Transit,,0,0.0,***.*,0.0,0,***.*,0,0,***.*,***.*,***.*,***.*
10,Housing,,1,0.0,***.*,3.0,1,200,17,8,112.5,21.428571428571,13.333333333333,***.*
11,Petit Larceny,,25,22.0,13.636363636363,123.0,79,55.696202531645,673,520,29.423076923076,47.587719298245,69.521410579345,***.*
12,Retail Theft,,20,19.0,5.263157894736,104.0,68,52.941176470588,560,349,60.458452722063,91.126279863481,***.*,***.*
13,Misd. Assault,,10,1.0,900,34.0,22,54.545454545454,141,114,23.684210526315,46.875,-1.398601398601,***.*
14,UCR Rape*,,2,0.0,***.*,3.0,1,200,6,11,-45.454545454545,-33.333333333333,***.*,***.*
15,Other Sex Crimes,,0,0.0,***.*,6.0,2,200,14,16,-12.5,-6.666666666666,***.*,***.*
16,Shooting Vic.,,0,0.0,***.*,0.0,0,***.*,2,5,-60,-71.428571428571,-66.666666666666,-91.304347826087
17,Shooting Inc.,,0,0.0,***.*,0.0,0,***.*,2,4,-50,-50,-60,-90.47619047619
18,Hate Crimes,,1,0.0,***.*,3.0,0,***.*,6,1,500,20,***.*,***.*
19,Traffic Statistics,,,,,,,,,,,,,
20,Traffic Fatalities,,0,0.0,***.*,0.0,0,***.*,0,0,***.*,-100,***.*,***.*
21,,,,,,,,,,,,,,
22,Historical Perspective,,,,,,,,,,,,,
23,(Historical perspective is a complete calendar year of data.),,,,,,,,,,,,,
24,,, ,, ,, ,, , ,%Chg  ,%Chg  ,%Chg  ,%Chg  
25,,,1990,,1993,,1998,,2001,2023,'23 vs '01,'23 vs '98,'23 vs '93,'23 vs '90
26,Murder,,13,,14,,4,,3,3,0,-25,-78.571428571428,-76.923076923076
27,Rape,,15,,24,,25,,17,15,-11.764705882352,-40,-37.5,0
28,Robbery,,775,,708,,413,,265,114,-56.981132075471,-72.397094430992,-83.898305084745,-85.290322580645
29,Fel. Assault,,249,,314,,208,,161,158,-1.863354037267,-24.038461538461,-49.68152866242,-36.546184738955
30,Burglary,,1119,,1165,,537,,339,86,-74.631268436578,-83.985102420856,-92.618025751073,-92.314566577301
31,Gr. Larceny,,988,,653,,566,,536,647,20.70895522388,14.310954063604,-0.918836140888,-34.514170040485
32,G.L.A.,,3116,,2730,,845,,497,140,-71.830985915493,-83.431952662721,-94.871794871794,-95.507060333761
33,TOTAL,,6275,,5608,,2598,,1818,1163,-36.028602860286,-55.23479599692,-79.261768901569,-81.466135458167
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,Figures are preliminary and subject to further analysis and revision.,,,,,,,,,,,,,
37,"As of January 2013, complaints occurring within the jurisdiction of the Department of Correction have been disaggregated from the ",,,,,,,,,,,,,
38,borough and precinct crime totals and are displayed separately on the Department of Correction CompStat page.,,,,,,,,,,,,,
39,"Unless otherwise noted, Crime statistics reflect New York State Penal Law (""NYSPL"") definitions and differ from the crime categories used ",,,,,,,,,,,,,
40,by the FBI Uniform Crime Reporting Program. All Crime statistics are translated to Uniform Crime Reporting categories for submission to ,,,,,,,,,,,,,
41,the UCR Program.,,,,,,,,,,,,,
42,"* Uniform Crime Reporting (""UCR"") Rape consists of all crimes defined in the FBI UCR definition of rape.",,,,,,,,,,,,,
43,Prepared by,,,,,,,,,,CompStat,,,
44,NYPD CompStat Unit,,,,,,,,,,,,,
