,Unnamed: 0,Unnamed: 1,Week to Date,Unnamed: 3,Unnamed: 4,      28 Day,Unnamed: 6,Unnamed: 7,      Year to Date*,Unnamed: 9,Unnamed: 10,     2 Year   ,14 Year (2010),31 Year (1993)
0, ,,2024,2023.0,% Chg,2024.0,2023,% Chg,2024,2023,% Chg,% Chg,% Chg,% Chg
1,Murder,,0,0.0,***.*,0.0,0,***.*,0,1,-100,-100,***.*,-100
2,Rape,,1,1.0,0,1.0,2,-50,7,5,40,250,0,-41.666666666666
3,Robbery,,0,1.0,-100,6.0,1,500,27,26,3.846153846153,0,-42.553191489361,-79.389312977099
4,Fel. Assault,,4,0.0,***.*,17.0,11,54.545454545454,77,85,-9.411764705882,97.435897435897,20.3125,-33.043478260869
5,Burglary,,0,1.0,-100,12.0,6,100,39,42,-7.142857142857,25.806451612903,-48,-93.44537815126
6,Gr. Larceny,,10,12.0,-16.666666666666,35.0,40,-12.5,233,218,6.880733944954,82.03125,41.212121212121,-38.684210526315
7,G.L.A.,,2,2.0,0,9.0,7,28.571428571428,29,41,-29.268292682926,-44.230769230769,-12.121212121212,-97.609233305853
8,TOTAL,,17,17.0,0,80.0,67,19.402985074626,412,418,-1.435406698564,47.142857142857,5.370843989769,-83.16305680425
9,Transit,,0,0.0,***.*,0.0,0,***.*,0,0,***.*,***.*,***.*,***.*
10,Housing,,2,0.0,***.*,2.0,0,***.*,7,20,-65,-30,16.666666666666,***.*
11,Petit Larceny,,16,19.0,-15.78947368421,80.0,94,-14.893617021276,458,490,-6.530612244897,47.741935483871,-36.211699164345,***.*
12,Retail Theft,,6,11.0,-45.454545454545,36.0,49,-26.530612244898,221,214,3.271028037383,234.848484848485,***.*,***.*
13,Misd. Assault,,12,7.0,71.428571428571,34.0,31,9.677419354838,150,138,8.695652173913,-5.06329113924,-41.634241245136,***.*
14,UCR Rape*,,1,2.0,-50,2.0,5,-60,10,8,25,11.111111111111,***.*,***.*
15,Other Sex Crimes,,4,1.0,300,8.0,5,60,20,16,25,11.111111111111,***.*,***.*
16,Shooting Vic.,,0,0.0,***.*,0.0,1,-100,0,1,-100,***.*,***.*,-100
17,Shooting Inc.,,0,0.0,***.*,0.0,1,-100,0,1,-100,***.*,***.*,-100
18,Hate Crimes,,0,0.0,***.*,1.0,0,***.*,3,4,-25,-25,***.*,***.*
19,Traffic Statistics,,,,,,,,,,,,,
20,Traffic Fatalities,,0,0.0,***.*,0.0,0,***.*,1,3,-66.666666666666,***.*,***.*,***.*
21,,,,,,,,,,,,,,
22,Historical Perspective,,,,,,,,,,,,,
23,(Historical perspective is a complete calendar year of data.),,,,,,,,,,,,,
24,,, ,, ,, ,, , ,%Chg  ,%Chg  ,%Chg  ,%Chg  
25,,,1990,,1993,,1998,,2001,2023,'23 vs '01,'23 vs '98,'23 vs '93,'23 vs '90
26,Murder,,8,,3,,2,,4,2,-50,0,-33.333333333333,-75
27,Rape,,18,,19,,13,,6,8,33.333333333333,-38.461538461538,-57.894736842105,-55.555555555555
28,Robbery,,229,,317,,151,,77,50,-35.064935064935,-66.887417218543,-84.227129337539,-78.165938864628
29,Fel. Assault,,295,,313,,166,,132,169,28.030303030303,1.807228915662,-46.006389776357,-42.711864406779
30,Burglary,,1213,,1351,,401,,258,100,-61.240310077519,-75.06234413965,-92.598075499629,-91.755976916735
31,Gr. Larceny,,939,,839,,371,,443,474,6.997742663656,27.762803234501,-43.504171632896,-49.520766773162
32,G.L.A.,,4120,,2809,,889,,524,109,-79.198473282442,-87.739032620922,-96.119615521537,-97.354368932038
33,TOTAL,,6822,,5651,,1993,,1444,912,-36.842105263157,-54.239839438033,-83.861263493187,-86.631486367634
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,Figures are preliminary and subject to further analysis and revision.,,,,,,,,,,,,,
37,"As of January 2013, complaints occurring within the jurisdiction of the Department of Correction have been disaggregated from the ",,,,,,,,,,,,,
38,borough and precinct crime totals and are displayed separately on the Department of Correction CompStat page.,,,,,,,,,,,,,
39,"Unless otherwise noted, Crime statistics reflect New York State Penal Law (""NYSPL"") definitions and differ from the crime categories used ",,,,,,,,,,,,,
40,by the FBI Uniform Crime Reporting Program. All Crime statistics are translated to Uniform Crime Reporting categories for submission to ,,,,,,,,,,,,,
41,the UCR Program.,,,,,,,,,,,,,
42,"* Uniform Crime Reporting (""UCR"") Rape consists of all crimes defined in the FBI UCR definition of rape.",,,,,,,,,,,,,
43,Prepared by,,,,,,,,,,CompStat,,,
44,NYPD CompStat Unit,,,,,,,,,,,,,
