,Unnamed: 0,Unnamed: 1,Week to Date,Unnamed: 3,Unnamed: 4,      28 Day,Unnamed: 6,Unnamed: 7,      Year to Date*,Unnamed: 9,Unnamed: 10,     2 Year   ,14 Year (2010),31 Year (1993)
0, ,,2024,2023.0,% Chg,2024.0,2023,% Chg,2024,2023,% Chg,% Chg,% Chg,% Chg
1,Murder,,0,0.0,***.*,0.0,0,***.*,0,0,***.*,***.*,-100,-100
2,Rape,,0,0.0,***.*,0.0,0,***.*,2,1,100,-60,-33.333333333333,-66.666666666666
3,Robbery,,0,0.0,***.*,6.0,3,100,24,15,60,20,-22.58064516129,-79.831932773109
4,Fel. Assault,,5,3.0,66.666666666666,20.0,6,233.333333333333,78,37,110.810810810811,73.333333333333,100,-8.235294117647
5,Burglary,,0,0.0,***.*,3.0,2,50,22,14,57.142857142857,-8.333333333333,-4.347826086956,-89.767441860465
6,Gr. Larceny,,2,5.0,-60,13.0,11,18.181818181818,61,73,-16.438356164383,7.017543859649,24.489795918367,-8.955223880597
7,G.L.A.,,0,0.0,***.*,2.0,2,0,25,13,92.307692307692,31.578947368421,257.142857142857,-83.108108108108
8,TOTAL,,7,8.0,-12.5,44.0,24,83.333333333333,212,153,38.562091503268,24.705882352941,38.562091503268,-67.080745341614
9,Transit,,0,0.0,***.*,0.0,1,-100,7,2,250,250,-12.5,***.*
10,Housing,,1,0.0,***.*,4.0,0,***.*,15,7,114.285714285714,25,0,***.*
11,Petit Larceny,,10,11.0,-9.090909090909,25.0,27,-7.407407407407,173,196,-11.734693877551,-16.425120772946,60.185185185185,***.*
12,Retail Theft,,3,5.0,-40,9.0,11,-18.181818181818,77,119,-35.294117647058,-25.242718446601,***.*,***.*
13,Misd. Assault,,2,9.0,-77.777777777777,22.0,26,-15.384615384615,106,97,9.278350515463,35.897435897435,-34.567901234567,***.*
14,UCR Rape*,,1,0.0,***.*,1.0,0,***.*,4,2,100,-20,***.*,***.*
15,Other Sex Crimes,,0,0.0,***.*,0.0,2,-100,8,10,-20,-42.857142857142,***.*,***.*
16,Shooting Vic.,,0,0.0,***.*,4.0,0,***.*,7,4,75,250,75,40
17,Shooting Inc.,,0,0.0,***.*,2.0,0,***.*,5,2,150,150,25,25
18,Hate Crimes,,0,0.0,***.*,1.0,0,***.*,1,2,-50,***.*,***.*,***.*
19,Traffic Statistics,,,,,,,,,,,,,
20,Traffic Fatalities,,0,0.0,***.*,0.0,0,***.*,1,1,0,***.*,***.*,***.*
21,,,,,,,,,,,,,,
22,Historical Perspective,,,,,,,,,,,,,
23,(Historical perspective is a complete calendar year of data.),,,,,,,,,,,,,
24,,, ,, ,, ,, , ,%Chg  ,%Chg  ,%Chg  ,%Chg  
25,,,1990,,1993,,1998,,2001,2023,'23 vs '01,'23 vs '98,'23 vs '93,'23 vs '90
26,Murder,,7,,5,,0,,1,,***.*,***.*,***.*,***.*
27,Rape,,8,,13,,11,,10,5,-50,-54.545454545454,-61.538461538461,-37.5
28,Robbery,,279,,278,,133,,63,41,-34.920634920634,-69.172932330827,-85.251798561151,-85.304659498207
29,Fel. Assault,,242,,212,,142,,93,123,32.258064516129,-13.38028169014,-41.981132075471,-49.173553719008
30,Burglary,,426,,432,,177,,115,42,-63.478260869565,-76.271186440678,-90.277777777777,-90.140845070422
31,Gr. Larceny,,202,,194,,115,,94,180,91.489361702127,56.521739130434,-7.21649484536,-10.89108910891
32,G.L.A.,,417,,310,,88,,71,48,-32.394366197183,-45.454545454545,-84.516129032258,-88.489208633093
33,TOTAL,,1581,,1444,,666,,447,439,-1.789709172259,-34.084084084084,-69.598337950138,-72.232764073371
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,Figures are preliminary and subject to further analysis and revision.,,,,,,,,,,,,,
37,"As of January 2013, complaints occurring within the jurisdiction of the Department of Correction have been disaggregated from the ",,,,,,,,,,,,,
38,borough and precinct crime totals and are displayed separately on the Department of Correction CompStat page.,,,,,,,,,,,,,
39,"Unless otherwise noted, Crime statistics reflect New York State Penal Law (""NYSPL"") definitions and differ from the crime categories used ",,,,,,,,,,,,,
40,by the FBI Uniform Crime Reporting Program. All Crime statistics are translated to Uniform Crime Reporting categories for submission to ,,,,,,,,,,,,,
41,the UCR Program.,,,,,,,,,,,,,
42,"* Uniform Crime Reporting (""UCR"") Rape consists of all crimes defined in the FBI UCR definition of rape.",,,,,,,,,,,,,
43,Prepared by,,,,,,,,,,CompStat,,,
44,NYPD CompStat Unit,,,,,,,,,,,,,
